0,1,target
SeqLength,ORFs_Coverage,label
244,1.709016393442623,1
409,1.6356968215158925,1
866,2.7505773672055427,1
316,2.1645569620253164,1
490,3.2142857142857144,1
623,1.160513643659711,1
246,1.4878048780487805,1
347,0.3285302593659942,1
2056,3.6434824902723735,1
394,3.3274111675126905,1
2601,3.217993079584775,1
1614,3.29182156133829,1
505,2.3465346534653464,1
270,1.6555555555555554,1
557,0.9640933572710951,1
475,2.3810526315789473,1
1063,1.7836312323612418,1
506,1.6363636363636365,1
2089,3.4782192436572523,1
2526,3.467933491686461,1
310,2.8451612903225807,1
490,3.1530612244897958,1
626,1.5527156549520766,1
521,1.0307101727447217,1
1155,2.72987012987013,1
391,2.2327365728900257,1
312,1.5384615384615385,1
253,2.217391304347826,1
343,2.064139941690962,1
562,3.7740213523131674,1
548,1.582116788321168,1
260,2.526923076923077,1
478,2.4790794979079496,1
222,1.0135135135135136,1
1789,2.4197875908328674,1
457,1.0765864332603938,1
242,1.9710743801652892,1
317,1.5141955835962144,1
445,0.8224719101123595,1
1911,3.19309262166405,1
248,2.806451612903226,1
230,1.3043478260869565,1
425,1.6094117647058823,1
686,3.686588921282799,1
1273,2.8208955223880596,1
262,1.2366412213740459,1
327,2.981651376146789,1
207,0.7971014492753623,1
206,3.1310679611650487,1
212,2.009433962264151,1
517,1.7640232108317215,1
765,2.9568627450980394,1
560,2.025,1
1560,3.4596153846153848,1
1201,3.2547876769358868,1
595,3.5747899159663867,1
784,2.9119897959183674,1
258,0.813953488372093,1
358,1.6089385474860336,1
826,2.211864406779661,1
391,3.60613810741688,1
463,3.142548596112311,1
277,3.108303249097473,1
210,1.2714285714285714,1
501,3.053892215568862,1
251,0.7410358565737052,1
617,3.3695299837925448,1
567,3.566137566137566,1
728,5.954670329670329,1
587,3.6081771720613287,1
1328,3.3365963855421685,1
594,1.6313131313131313,1
783,4.758620689655173,1
495,1.9696969696969697,1
238,1.2857142857142858,1
324,2.2314814814814814,1
241,1.6804979253112033,1
260,0.9576923076923077,1
612,3.122549019607843,1
350,0.72,1
300,1.87,1
2819,3.0372472507981554,1
243,2.5925925925925926,1
345,3.208695652173913,1
306,3.549019607843137,1
239,3.6276150627615062,1
330,1.5909090909090908,1
611,1.7381342062193126,1
1224,2.825980392156863,1
473,2.295983086680761,1
448,2.4308035714285716,1
2863,3.7974152986377927,1
370,5.075675675675676,1
554,5.214801444043322,1
488,2.028688524590164,1
791,2.5259165613147916,1
649,3.180277349768875,1
645,3.2,1
326,0.7269938650306749,1
470,2.872340425531915,1
320,1.03125,1
227,2.511013215859031,1
649,2.6810477657935285,1
325,1.1723076923076923,1
678,2.274336283185841,1
239,2.0209205020920504,1
204,2.5441176470588234,1
291,2.3092783505154637,1
275,2.7818181818181817,1
558,1.403225806451613,1
310,0.9,1
234,2.1794871794871793,1
241,2.203319502074689,1
2236,3.4950805008944545,1
244,1.9180327868852458,1
321,2.7570093457943927,1
454,2.015418502202643,1
275,2.389090909090909,1
285,1.4842105263157894,1
745,0.7691275167785235,1
364,1.7637362637362637,1
790,1.978481012658228,1
257,1.7859922178988328,1
532,2.481203007518797,1
767,2.0221642764015644,1
593,2.3524451939291735,1
628,2.718152866242038,1
603,2.671641791044776,1
239,1.8702928870292888,1
244,1.3155737704918034,1
379,2.034300791556728,1
333,0.9279279279279279,1
577,2.65684575389948,1
219,2.904109589041096,1
389,1.5038560411311055,1
577,2.1733102253032928,1
1366,3.726939970717423,1
222,2.5405405405405403,1
480,2.375,1
528,1.0227272727272727,1
437,4.537757437070939,1
352,0.9886363636363636,1
239,1.5313807531380754,1
434,1.631336405529954,1
383,2.976501305483029,1
498,4.066265060240964,1
219,1.0273972602739727,1
342,3.1491228070175437,1
454,2.0814977973568283,1
692,2.0809248554913293,1
304,4.855263157894737,1
313,2.8370607028753994,1
1136,2.2975352112676055,1
298,1.761744966442953,1
2386,4.1580050293378035,1
382,3.7539267015706805,1
243,1.8148148148148149,1
1927,4.422937208095485,1
1007,2.5114200595829197,1
322,1.2670807453416149,1
548,2.802919708029197,1
2869,1.784942488672011,1
353,2.770538243626062,1
543,1.3093922651933703,1
577,2.3552859618717505,1
702,3.91025641025641,1
558,2.172043010752688,1
704,2.731534090909091,1
693,1.9523809523809523,1
3310,3.5329305135951663,1
4141,3.2999275537309827,1
688,1.6438953488372092,1
346,0.9450867052023122,1
922,2.9544468546637743,1
537,2.525139664804469,1
699,3.4377682403433476,1
331,1.3685800604229608,1
684,6.859649122807017,1
644,6.381987577639752,1
392,0.8801020408163265,1
464,2.877155172413793,1
775,2.624516129032258,1
299,1.294314381270903,1
236,2.4661016949152543,1
2302,2.857949609035621,1
345,1.8695652173913044,1
233,1.4291845493562232,1
1983,2.556732223903177,1
1999,3.2536268134067035,1
209,0.28708133971291866,1
731,1.7113543091655268,1
392,1.7295918367346939,1
719,1.2851182197496522,1
625,1.5168,1
216,1.1805555555555556,1
2372,2.8874367622259696,1
382,2.4031413612565444,1
546,1.664835164835165,1
1810,3.369613259668508,1
375,1.64,1
